user_id,variant,country_tier,pre_period_sessions,exposure_date,active_days_30
545233,control,tier_1,9,2025-09-03,14
545234,control,tier_1,13,2025-09-03,16
545235,control,tier_2,9,2025-09-03,21
545236,treatment,tier_3,5,2025-09-03,16
545237,treatment,tier_3,15,2025-09-03,20
545238,treatment,tier_1,15,2025-09-03,15
545239,control,tier_3,7,2025-09-03,14
545240,control,tier_1,7,2025-09-03,10
545241,control,tier_2,12,2025-09-03,11
545242,treatment,tier_1,21,2025-09-03,23
545243,treatment,tier_2,7,2025-09-03,21
545244,control,tier_3,3,2025-09-03,15
545245,treatment,tier_2,4,2025-09-03,20
545246,treatment,tier_1,3,2025-09-03,9
545247,treatment,tier_2,17,2025-09-03,19
545248,control,tier_1,5,2025-09-03,15
545249,control,tier_1,11,2025-09-03,12
545250,holdout,tier_3,14,2025-09-03,16
545251,control,tier_1,6,2025-09-03,17
545252,treatment,tier_1,7,2025-09-03,7
545253,treatment,tier_3,8,2025-09-03,15
545254,treatment,tier_1,6,2025-09-03,7
545255,treatment,tier_3,13,2025-09-03,11
545256,control,tier_3,10,2025-09-03,14
545257,control,tier_1,14,2025-09-03,11
545258,treatment,tier_3,6,2025-09-03,9
545259,control,tier_1,5,2025-09-03,13
545260,holdout,tier_3,3,2025-09-03,12
545261,control,tier_3,15,2025-09-03,17
545262,control,tier_2,24,2025-09-03,18
545263,control,tier_3,14,2025-09-03,21
545264,treatment,tier_2,12,2025-09-03,19
545265,control,tier_2,16,2025-09-03,20
545266,treatment,tier_2,5,2025-09-03,11
545267,treatment,tier_1,7,2025-09-03,11
545268,treatment,tier_3,8,2025-09-03,10
545269,treatment,tier_1,10,2025-09-03,15
545270,treatment,tier_2,13,2025-09-03,17
545271,control,tier_3,22,2025-09-03,21
545272,treatment,tier_3,13,2025-09-03,15
545273,treatment,tier_1,17,2025-09-03,18
545274,treatment,tier_2,12,2025-09-03,13
545275,treatment,tier_2,16,2025-09-03,15
545276,control,tier_2,10,2025-09-03,14
545277,holdout,tier_3,11,2025-09-03,0
545278,control,tier_1,13,2025-09-03,13
545279,holdout,tier_3,9,2025-09-03,12
545280,treatment,tier_3,4,2025-09-03,13
545281,treatment,tier_2,18,2025-09-03,14
545282,treatment,tier_1,14,2025-09-03,16
545283,treatment,tier_2,4,2025-09-03,11
545284,control,tier_1,10,2025-09-03,10
545285,control,tier_3,5,2025-09-03,19
545286,control,tier_3,4,2025-09-03,8
545287,treatment,tier_3,12,2025-09-03,18
545288,control,tier_3,8,2025-09-03,12
545289,treatment,tier_1,13,2025-09-03,14
545290,control,tier_2,7,2025-09-03,12
545291,holdout,tier_1,3,2025-09-03,10
545292,treatment,tier_3,7,2025-09-03,17
545293,treatment,tier_3,12,2025-09-03,18
545294,treatment,tier_3,3,2025-09-03,3
545295,treatment,tier_1,5,2025-09-03,14
545296,control,tier_1,1,2025-09-03,14
545297,control,tier_2,26,2025-09-03,16
545298,treatment,tier_1,17,2025-09-03,17
545299,treatment,tier_3,12,2025-09-03,18
545300,control,tier_1,15,2025-09-03,11
545301,treatment,tier_2,10,2025-09-03,14
545302,control,tier_3,6,2025-09-03,10
545303,control,tier_1,9,2025-09-03,13
545304,control,tier_1,10,2025-09-03,18
545305,holdout,tier_1,10,2025-09-03,19
545306,treatment,tier_3,13,2025-09-03,10
545307,treatment,tier_1,17,2025-09-03,27
545308,control,tier_3,9,2025-09-03,12
545309,control,tier_2,15,2025-09-03,10
545310,control,tier_1,9,2025-09-03,14
545311,treatment,tier_3,6,2025-09-03,21
545312,control,tier_1,11,2025-09-03,12
545313,treatment,tier_2,10,2025-09-03,20
545314,control,tier_2,4,2025-09-03,7
545315,holdout,tier_1,6,2025-09-03,16
545316,control,tier_1,12,2025-09-03,17
545317,treatment,tier_3,7,2025-09-03,6
545318,treatment,tier_2,12,2025-09-03,12
545319,treatment,tier_1,5,2025-09-03,21
545320,control,tier_1,14,2025-09-03,10
545321,treatment,tier_1,8,2025-09-03,9
545322,treatment,tier_3,11,2025-09-03,11
545323,control,tier_2,5,2025-09-03,12
545324,control,tier_1,22,2025-09-03,20
545325,control,tier_3,5,2025-09-03,18
545326,treatment,tier_1,11,2025-09-03,17
545327,treatment,tier_1,7,2025-09-03,11
545328,holdout,tier_1,13,2025-09-03,17
545329,control,tier_3,14,2025-09-03,14
545330,treatment,tier_2,10,2025-09-03,17
545331,treatment,tier_2,13,2025-09-03,13
545332,treatment,tier_2,7,2025-09-03,19
545333,treatment,tier_1,10,2025-09-03,10
545334,control,tier_1,4,2025-09-03,6
545335,treatment,tier_2,5,2025-09-03,14
545336,treatment,tier_1,4,2025-09-03,9
545337,treatment,tier_3,8,2025-09-03,11
545338,control,tier_3,5,2025-09-03,17
545339,control,tier_1,21,2025-09-03,21
545340,control,tier_1,13,2025-09-03,10
545341,control,tier_1,7,2025-09-03,3
545342,control,tier_1,6,2025-09-03,7
545343,control,tier_2,7,2025-09-03,12
545344,holdout,tier_1,11,2025-09-03,14
545345,holdout,tier_3,33,2025-09-03,21
545346,treatment,tier_1,12,2025-09-03,15
545347,control,tier_1,12,2025-09-03,13
545348,treatment,tier_3,12,2025-09-03,17
545349,treatment,tier_2,19,2025-09-03,15
545350,treatment,tier_1,14,2025-09-03,14
545351,control,tier_1,6,2025-09-03,5
545352,control,tier_3,16,2025-09-03,18
545353,holdout,tier_2,6,2025-09-03,10
545354,control,tier_1,6,2025-09-03,11
545355,control,tier_2,18,2025-09-03,23
545356,control,tier_3,13,2025-09-03,10
545357,control,tier_1,18,2025-09-03,24
545358,treatment,tier_1,12,2025-09-03,15
545359,control,tier_1,10,2025-09-03,9
545360,holdout,tier_3,6,2025-09-03,7
545361,treatment,tier_3,7,2025-09-03,16
545362,control,tier_1,15,2025-09-03,14
545363,treatment,tier_1,16,2025-09-03,23
545364,treatment,tier_1,5,2025-09-03,9
545365,treatment,tier_3,7,2025-09-03,18
545366,control,tier_3,6,2025-09-03,16
545367,holdout,tier_1,13,2025-09-03,15
545368,control,tier_1,2,2025-09-03,9
545369,holdout,tier_3,14,2025-09-03,13
545370,control,tier_3,10,2025-09-03,16
545371,treatment,tier_2,3,2025-09-03,11
545372,control,tier_3,12,2025-09-03,16
545373,control,tier_3,11,2025-09-03,8
545374,treatment,tier_1,5,2025-09-03,21
545375,control,tier_1,33,2025-09-03,25
545376,treatment,tier_1,7,2025-09-03,3
545377,treatment,tier_1,5,2025-09-03,14
545378,treatment,tier_1,7,2025-09-03,9
545379,treatment,tier_2,9,2025-09-03,11
545380,control,tier_1,3,2025-09-03,13
545381,control,tier_2,14,2025-09-03,12
545382,treatment,tier_2,18,2025-09-03,10
545383,control,tier_3,8,2025-09-03,12
545384,treatment,tier_3,11,2025-09-03,16
545385,treatment,tier_2,10,2025-09-03,16
545386,treatment,tier_1,11,2025-09-03,5
545387,control,tier_1,20,2025-09-03,6
545388,control,tier_2,7,2025-09-03,23
545389,control,tier_1,13,2025-09-03,15
545390,treatment,tier_2,6,2025-09-03,15
545391,control,tier_1,13,2025-09-03,5
545392,treatment,tier_1,4,2025-09-03,10
545393,treatment,tier_1,7,2025-09-03,19
545394,control,tier_1,11,2025-09-03,11
545395,treatment,tier_1,10,2025-09-03,16
545396,treatment,tier_2,14,2025-09-03,18
545397,holdout,tier_1,17,2025-09-03,18
545398,control,tier_1,0,2025-09-03,8
545399,treatment,tier_2,12,2025-09-03,15
545400,treatment,tier_1,8,2025-09-03,18
545401,treatment,tier_1,11,2025-09-03,12
545402,treatment,tier_2,9,2025-09-03,18
545403,treatment,tier_1,5,2025-09-03,16
545404,control,tier_1,9,2025-09-03,11
545405,control,tier_2,13,2025-09-03,10
545406,treatment,tier_1,12,2025-09-03,8
545407,treatment,tier_1,12,2025-09-03,14
545408,control,tier_1,11,2025-09-03,12
545409,control,tier_1,19,2025-09-03,14
545410,treatment,tier_2,10,2025-09-03,10
545411,treatment,tier_3,7,2025-09-03,25
545412,treatment,tier_1,7,2025-09-03,22
545413,treatment,tier_1,1,2025-09-03,14
545414,control,tier_2,10,2025-09-03,16
545415,treatment,tier_1,15,2025-09-03,18
545416,control,tier_3,10,2025-09-03,14
545417,control,tier_2,14,2025-09-03,5
545418,control,tier_3,15,2025-09-03,12
545419,control,tier_1,4,2025-09-03,8
545420,treatment,tier_1,7,2025-09-03,15
545421,control,tier_1,8,2025-09-03,10
545422,holdout,tier_1,10,2025-09-03,6
545423,control,tier_2,17,2025-09-03,10
545424,control,tier_2,5,2025-09-03,15
545425,control,tier_2,9,2025-09-03,9
545426,treatment,tier_1,6,2025-09-03,0
545427,treatment,tier_2,16,2025-09-03,25
545428,control,tier_2,5,2025-09-03,6
545429,control,tier_1,5,2025-09-03,6
545430,control,tier_1,9,2025-09-03,18
545431,treatment,tier_2,4,2025-09-03,15
545432,control,tier_3,22,2025-09-03,11
545433,control,tier_2,7,2025-09-03,15
545434,holdout,tier_1,14,2025-09-03,14
545435,holdout,tier_2,11,2025-09-03,8
545436,control,tier_1,11,2025-09-03,16
545437,treatment,tier_2,3,2025-09-03,12
545438,holdout,tier_2,16,2025-09-03,13
545439,treatment,tier_2,11,2025-09-03,14
545440,treatment,tier_3,7,2025-09-03,7
545441,treatment,tier_1,7,2025-09-03,9
545442,treatment,tier_3,10,2025-09-03,16
545443,treatment,tier_1,5,2025-09-03,13
545444,control,tier_1,6,2025-09-03,10
545445,control,tier_1,13,2025-09-03,7
545446,treatment,tier_1,2,2025-09-03,11
545447,control,tier_2,13,2025-09-03,9
545448,treatment,tier_2,16,2025-09-03,15
545449,treatment,tier_1,7,2025-09-03,7
545450,treatment,tier_1,4,2025-09-03,14
545451,treatment,tier_1,14,2025-09-03,10
545452,treatment,tier_1,6,2025-09-03,13
545453,holdout,tier_1,4,2025-09-03,14
545454,treatment,tier_3,7,2025-09-03,17
545455,control,tier_2,17,2025-09-03,22
545456,treatment,tier_3,9,2025-09-03,21
545457,control,tier_3,1,2025-09-03,4
545458,holdout,tier_2,7,2025-09-03,6
545459,control,tier_3,15,2025-09-03,12
545460,treatment,tier_1,19,2025-09-03,18
545461,control,tier_1,10,2025-09-03,11
545462,treatment,tier_1,13,2025-09-03,3
545463,treatment,tier_2,4,2025-09-03,10
545464,treatment,tier_3,14,2025-09-03,17
545465,treatment,tier_3,2,2025-09-03,9
545466,control,tier_1,14,2025-09-03,11
545467,control,tier_3,7,2025-09-03,8
545468,control,tier_1,10,2025-09-03,17
545469,holdout,tier_1,9,2025-09-03,11
545470,holdout,tier_1,7,2025-09-03,13
545471,treatment,tier_1,6,2025-09-03,14
545472,control,tier_1,2,2025-09-03,5
545473,treatment,tier_1,10,2025-09-03,14
545474,control,tier_2,12,2025-09-03,7
545475,treatment,tier_1,11,2025-09-03,13
545476,control,tier_2,23,2025-09-03,18
545477,control,tier_2,10,2025-09-03,15
545478,holdout,tier_1,10,2025-09-03,11
545479,treatment,tier_2,2,2025-09-03,14
545480,treatment,tier_2,14,2025-09-03,9
545481,treatment,tier_2,11,2025-09-03,14
545482,control,tier_3,13,2025-09-03,19
545483,control,tier_1,19,2025-09-03,17
545484,control,tier_1,5,2025-09-03,2
545485,control,tier_3,7,2025-09-03,12
545486,treatment,tier_1,8,2025-09-03,22
545487,control,tier_1,5,2025-09-03,7
545488,control,tier_1,6,2025-09-03,13
545489,treatment,tier_1,11,2025-09-03,15
545490,holdout,tier_1,15,2025-09-03,19
545491,holdout,tier_3,10,2025-09-03,17
545492,holdout,tier_1,11,2025-09-03,13
545493,control,tier_2,21,2025-09-03,10
545494,holdout,tier_2,3,2025-09-03,12
545495,holdout,tier_3,10,2025-09-03,14
545496,control,tier_2,14,2025-09-03,16
545497,holdout,tier_3,9,2025-09-03,8
545498,holdout,tier_1,13,2025-09-03,18
545499,treatment,tier_2,7,2025-09-03,13
545500,control,tier_2,8,2025-09-03,9
545501,control,tier_3,9,2025-09-03,12
545502,treatment,tier_3,22,2025-09-03,23
545503,control,tier_2,7,2025-09-03,5
545504,control,tier_1,6,2025-09-03,7
545505,control,tier_2,11,2025-09-03,14
545506,control,tier_1,14,2025-09-03,15
545507,treatment,tier_1,12,2025-09-03,14
545508,control,tier_1,5,2025-09-03,4
545509,treatment,tier_1,5,2025-09-03,15
545510,treatment,tier_1,10,2025-09-03,7
545511,treatment,tier_1,10,2025-09-03,11
545512,control,tier_3,9,2025-09-03,16
545513,control,tier_2,2,2025-09-03,9
545514,treatment,tier_1,9,2025-09-03,14
545515,holdout,tier_2,12,2025-09-03,11
545516,treatment,tier_1,15,2025-09-03,16
545517,treatment,tier_1,2,2025-09-03,3
545518,control,tier_1,25,2025-09-03,20
545519,treatment,tier_1,3,2025-09-03,13
545520,holdout,tier_2,10,2025-09-03,3
545521,control,tier_2,4,2025-09-03,8
545522,holdout,tier_3,8,2025-09-03,17
545523,treatment,tier_2,3,2025-09-03,12
545524,control,tier_3,14,2025-09-03,15
545525,treatment,tier_1,5,2025-09-03,2
545526,treatment,tier_3,3,2025-09-03,11
545527,control,tier_2,10,2025-09-03,8
545528,control,tier_2,7,2025-09-03,11
545529,treatment,tier_3,14,2025-09-03,16
545530,control,tier_3,13,2025-09-03,17
545531,treatment,tier_1,14,2025-09-03,16
545532,treatment,tier_2,9,2025-09-03,10
545533,treatment,tier_3,11,2025-09-03,17
545534,treatment,tier_1,6,2025-09-03,16
545535,control,tier_1,9,2025-09-03,9
545536,treatment,tier_2,9,2025-09-03,15
545537,treatment,tier_3,10,2025-09-03,7
545538,treatment,tier_1,11,2025-09-03,8
545539,control,tier_1,13,2025-09-03,13
545540,treatment,tier_1,6,2025-09-03,10
545541,treatment,tier_1,8,2025-09-03,10
545542,treatment,tier_1,9,2025-09-03,15
545543,control,tier_3,11,2025-09-03,19
545544,treatment,tier_2,8,2025-09-03,17
545545,treatment,tier_1,4,2025-09-03,3
545546,treatment,tier_1,5,2025-09-03,6
545547,treatment,tier_1,21,2025-09-03,12
545548,treatment,tier_3,25,2025-09-03,14
545549,holdout,tier_1,7,2025-09-03,6
545550,treatment,tier_2,2,2025-09-03,9
545551,control,tier_3,7,2025-09-03,14
545552,control,tier_1,2,2025-09-03,17
545553,treatment,tier_2,6,2025-09-03,12
545554,holdout,tier_1,6,2025-09-03,19
545555,treatment,tier_1,17,2025-09-03,24
545556,control,tier_1,11,2025-09-03,11
545557,control,tier_1,11,2025-09-03,12
545558,treatment,tier_1,10,2025-09-03,20
545559,control,tier_2,3,2025-09-03,11
545560,treatment,tier_1,6,2025-09-03,17
545561,control,tier_3,7,2025-09-03,15
545562,treatment,tier_2,8,2025-09-03,10
545563,treatment,tier_3,14,2025-09-03,22
545564,treatment,tier_2,16,2025-09-03,18
545565,treatment,tier_3,13,2025-09-03,15
545566,holdout,tier_2,11,2025-09-03,21
545567,control,tier_2,5,2025-09-03,4
545568,control,tier_2,7,2025-09-03,10
545569,treatment,tier_2,17,2025-09-03,24
545570,treatment,tier_1,2,2025-09-03,17
545571,treatment,tier_3,27,2025-09-03,26
545572,control,tier_2,9,2025-09-03,12
545573,control,tier_1,11,2025-09-03,17
545574,control,tier_2,8,2025-09-03,20
545575,control,tier_1,8,2025-09-03,11
545576,treatment,tier_1,7,2025-09-03,11
545577,treatment,tier_3,15,2025-09-03,7
545578,treatment,tier_2,4,2025-09-03,13
545579,control,tier_1,14,2025-09-03,16
545580,control,tier_1,5,2025-09-03,13
545581,control,tier_1,8,2025-09-03,9
545582,control,tier_1,2,2025-09-03,2
545583,holdout,tier_3,4,2025-09-03,20
545584,treatment,tier_1,10,2025-09-03,10
545585,control,tier_2,4,2025-09-03,3
545586,treatment,tier_1,28,2025-09-03,22
545587,control,tier_1,20,2025-09-03,13
545588,control,tier_2,14,2025-09-03,24
545589,control,tier_1,10,2025-09-03,3
545590,control,tier_1,7,2025-09-03,10
545591,treatment,tier_2,7,2025-09-03,25
545592,control,tier_1,6,2025-09-03,9
545593,treatment,tier_2,7,2025-09-03,15
545594,control,tier_3,5,2025-09-03,8
545595,treatment,tier_1,5,2025-09-03,10
545596,treatment,tier_2,5,2025-09-03,15
545597,treatment,tier_2,14,2025-09-03,20
545598,control,tier_1,4,2025-09-03,12
545599,treatment,tier_3,7,2025-09-03,15
545600,treatment,tier_1,4,2025-09-03,18
545601,control,tier_3,22,2025-09-03,24
545602,treatment,tier_1,14,2025-09-03,18
545603,treatment,tier_3,19,2025-09-03,11
545604,control,tier_2,6,2025-09-03,9
545605,control,tier_2,9,2025-09-03,0
545606,control,tier_2,9,2025-09-03,8
545607,control,tier_3,1,2025-09-03,6
545608,control,tier_2,6,2025-09-03,11
545609,holdout,tier_2,25,2025-09-03,30
545610,treatment,tier_2,23,2025-09-03,24
545611,control,tier_3,3,2025-09-03,15
545612,control,tier_2,5,2025-09-03,9
545613,control,tier_1,22,2025-09-03,21
545614,treatment,tier_2,7,2025-09-03,18
545615,holdout,tier_2,8,2025-09-03,6
545616,treatment,tier_2,15,2025-09-03,18
545617,treatment,tier_3,13,2025-09-03,18
545618,treatment,tier_3,13,2025-09-03,14
545619,control,tier_2,9,2025-09-03,6
545620,treatment,tier_1,3,2025-09-03,12
545621,control,tier_3,11,2025-09-03,20
545622,treatment,tier_3,11,2025-09-03,11
545623,control,tier_1,19,2025-09-03,18
545624,control,tier_1,12,2025-09-03,7
545625,treatment,tier_1,19,2025-09-03,13
545626,holdout,tier_3,7,2025-09-03,11
545627,treatment,tier_2,20,2025-09-03,17
545628,treatment,tier_2,7,2025-09-03,13
545629,control,tier_2,10,2025-09-03,4
545630,treatment,tier_1,16,2025-09-03,14
545631,treatment,tier_1,13,2025-09-03,21
545632,control,tier_2,7,2025-09-03,15
545633,treatment,tier_1,8,2025-09-03,18
545634,treatment,tier_2,5,2025-09-03,22
545635,treatment,tier_2,9,2025-09-03,9
545636,treatment,tier_2,17,2025-09-03,18
545637,treatment,tier_2,18,2025-09-03,18
545638,treatment,tier_2,9,2025-09-03,9
545639,treatment,tier_1,17,2025-09-03,28
545640,treatment,tier_3,7,2025-09-03,20
545641,control,tier_3,7,2025-09-03,12
545642,control,tier_2,8,2025-09-03,11
545643,treatment,tier_2,6,2025-09-03,12
545644,treatment,tier_3,4,2025-09-03,12
545645,control,tier_2,7,2025-09-03,12
545646,treatment,tier_2,10,2025-09-03,14
545647,treatment,tier_1,18,2025-09-03,20
545648,control,tier_1,7,2025-09-03,10
545649,control,tier_1,15,2025-09-03,10
545650,treatment,tier_1,7,2025-09-03,19
545651,control,tier_1,8,2025-09-03,15
545652,treatment,tier_3,8,2025-09-03,10
545653,treatment,tier_2,14,2025-09-03,11
545654,treatment,tier_3,11,2025-09-03,18
545655,treatment,tier_2,14,2025-09-03,18
545656,treatment,tier_3,21,2025-09-03,18
545657,treatment,tier_1,4,2025-09-03,10
545658,control,tier_3,10,2025-09-03,12
545659,treatment,tier_3,15,2025-09-03,19
545660,control,tier_2,7,2025-09-03,5
545661,treatment,tier_2,14,2025-09-03,15
545662,control,tier_1,4,2025-09-03,11
545663,treatment,tier_3,12,2025-09-03,15
545664,control,tier_2,10,2025-09-03,7
545665,control,tier_1,10,2025-09-03,11
545666,treatment,tier_1,5,2025-09-03,9
545667,treatment,tier_1,14,2025-09-03,21
545668,treatment,tier_1,25,2025-09-03,28
545669,holdout,tier_2,8,2025-09-03,11
545670,holdout,tier_2,7,2025-09-03,5
545671,treatment,tier_1,11,2025-09-03,14
545672,control,tier_1,14,2025-09-03,6
545673,control,tier_1,12,2025-09-03,5
545674,treatment,tier_2,6,2025-09-03,14
545675,control,tier_2,8,2025-09-03,14
545676,holdout,tier_2,13,2025-09-03,16
545677,control,tier_1,10,2025-09-03,7
545678,control,tier_2,2,2025-09-03,9
545679,treatment,tier_1,4,2025-09-03,10
545680,treatment,tier_3,6,2025-09-03,23
545681,control,tier_2,12,2025-09-03,22
545682,control,tier_3,7,2025-09-03,11
545683,control,tier_3,9,2025-09-03,7
545684,control,tier_1,4,2025-09-03,11
545685,treatment,tier_2,6,2025-09-03,7
545686,treatment,tier_1,8,2025-09-03,12
545687,holdout,tier_1,8,2025-09-03,1
545688,control,tier_2,12,2025-09-03,13
545689,treatment,tier_1,8,2025-09-03,16
545690,control,tier_2,10,2025-09-03,19
545691,treatment,tier_3,19,2025-09-03,16
545692,treatment,tier_2,3,2025-09-03,1
545693,control,tier_2,25,2025-09-03,26
545694,control,tier_1,9,2025-09-03,11
545695,treatment,tier_1,5,2025-09-03,10
545696,treatment,tier_1,11,2025-09-03,10
545697,control,tier_3,9,2025-09-03,7
545698,treatment,tier_2,12,2025-09-03,20
545699,control,tier_2,8,2025-09-03,15
545700,treatment,tier_2,7,2025-09-03,16
545701,control,tier_2,6,2025-09-03,16
545702,control,tier_3,6,2025-09-03,14
545703,holdout,tier_2,6,2025-09-03,14
545704,control,tier_3,15,2025-09-03,12
545705,treatment,tier_2,19,2025-09-03,24
545706,control,tier_1,9,2025-09-03,15
545707,control,tier_1,8,2025-09-03,6
545708,control,tier_2,5,2025-09-03,15
545709,treatment,tier_3,10,2025-09-03,20
545710,treatment,tier_3,14,2025-09-03,21
545711,treatment,tier_2,3,2025-09-03,15
545712,treatment,tier_3,4,2025-09-03,11
545713,treatment,tier_1,4,2025-09-03,13
545714,holdout,tier_1,10,2025-09-03,8
545715,control,tier_2,9,2025-09-03,9
545716,control,tier_2,17,2025-09-03,22
545717,control,tier_3,3,2025-09-03,1
545718,treatment,tier_1,6,2025-09-03,18
545719,treatment,tier_3,6,2025-09-03,1
545720,treatment,tier_1,9,2025-09-03,10
545721,treatment,tier_2,11,2025-09-03,13
545722,treatment,tier_3,10,2025-09-03,5
545723,holdout,tier_2,8,2025-09-03,11
545724,treatment,tier_1,13,2025-09-03,17
545725,treatment,tier_3,5,2025-09-03,6
545726,holdout,tier_1,11,2025-09-03,21
545727,treatment,tier_2,4,2025-09-03,13
545728,control,tier_2,3,2025-09-03,8
545729,treatment,tier_3,8,2025-09-03,15
545730,treatment,tier_2,16,2025-09-03,15
545731,treatment,tier_2,18,2025-09-03,14
545732,control,tier_1,20,2025-09-03,18
545733,treatment,tier_1,6,2025-09-03,11
545734,control,tier_1,7,2025-09-03,10
545735,treatment,tier_3,11,2025-09-03,10
545736,holdout,tier_2,17,2025-09-03,13
545737,control,tier_2,11,2025-09-03,11
545738,control,tier_3,15,2025-09-03,17
545739,control,tier_2,9,2025-09-03,7
545740,treatment,tier_1,6,2025-09-03,10
545741,control,tier_1,4,2025-09-03,12
545742,holdout,tier_3,12,2025-09-03,20
545743,treatment,tier_1,17,2025-09-03,20
545744,control,tier_1,17,2025-09-03,14
545745,treatment,tier_1,9,2025-09-03,20
545746,control,tier_1,11,2025-09-03,10
545747,control,tier_2,4,2025-09-03,14
545748,treatment,tier_1,37,2025-09-03,22
545749,treatment,tier_2,5,2025-09-03,21
545750,control,tier_1,7,2025-09-03,10
545751,holdout,tier_1,4,2025-09-03,9
545752,treatment,tier_1,11,2025-09-03,15
545753,control,tier_3,8,2025-09-03,15
545754,treatment,tier_1,5,2025-09-03,7
545755,treatment,tier_2,10,2025-09-03,17
545756,holdout,tier_3,7,2025-09-03,9
545757,control,tier_3,6,2025-09-03,9
545758,control,tier_1,8,2025-09-03,13
545759,control,tier_1,12,2025-09-03,13
545760,control,tier_1,15,2025-09-03,11
545761,holdout,tier_3,10,2025-09-03,8
545762,holdout,tier_1,18,2025-09-03,20
545763,control,tier_3,7,2025-09-03,8
545764,control,tier_1,15,2025-09-03,12
545765,treatment,tier_3,4,2025-09-03,7
545766,treatment,tier_1,5,2025-09-03,21
545767,treatment,tier_2,9,2025-09-03,13
545768,treatment,tier_1,2,2025-09-03,4
545769,control,tier_3,21,2025-09-03,14
545770,control,tier_1,7,2025-09-03,15
545771,control,tier_3,6,2025-09-03,7
545772,treatment,tier_2,15,2025-09-03,12
545773,control,tier_1,19,2025-09-03,21
545774,control,tier_3,3,2025-09-03,6
545775,treatment,tier_2,7,2025-09-03,18
545776,treatment,tier_2,11,2025-09-03,16
545777,treatment,tier_1,4,2025-09-03,7
545778,control,tier_1,6,2025-09-03,10
545779,treatment,tier_3,12,2025-09-03,18
545780,treatment,tier_3,4,2025-09-03,4
545781,control,tier_2,18,2025-09-03,23
545782,treatment,tier_2,7,2025-09-03,10
545783,control,tier_2,5,2025-09-03,9
545784,control,tier_3,11,2025-09-03,10
545785,holdout,tier_1,12,2025-09-03,11
545786,treatment,tier_3,4,2025-09-03,14
545787,treatment,tier_1,16,2025-09-03,13
545788,control,tier_1,8,2025-09-03,6
545789,treatment,tier_3,5,2025-09-03,15
545790,control,tier_2,10,2025-09-03,11
545791,treatment,tier_2,7,2025-09-03,18
545792,treatment,tier_3,5,2025-09-03,12
545793,control,tier_1,8,2025-09-03,11
545794,control,tier_1,15,2025-09-03,11
545795,holdout,tier_1,7,2025-09-03,14
545796,treatment,tier_1,5,2025-09-03,19
545797,treatment,tier_3,13,2025-09-03,18
545798,treatment,tier_1,10,2025-09-03,16
545799,control,tier_1,11,2025-09-03,17
545800,control,tier_1,1,2025-09-03,0
545801,control,tier_3,8,2025-09-03,15
545802,control,tier_1,4,2025-09-03,15
545803,treatment,tier_3,4,2025-09-03,16
545804,treatment,tier_1,7,2025-09-03,21
545805,control,tier_1,25,2025-09-03,18
545806,treatment,tier_3,6,2025-09-03,14
545807,holdout,tier_1,11,2025-09-03,14
545808,treatment,tier_3,9,2025-09-03,15
545809,holdout,tier_1,11,2025-09-03,14
545810,treatment,tier_3,6,2025-09-03,19
545811,treatment,tier_1,2,2025-09-03,21
545812,treatment,tier_1,6,2025-09-03,15
545813,control,tier_1,9,2025-09-03,10
545814,treatment,tier_3,3,2025-09-03,6
545815,control,tier_1,5,2025-09-03,9
545816,treatment,tier_1,10,2025-09-03,11
545817,treatment,tier_3,5,2025-09-03,12
545818,treatment,tier_2,15,2025-09-03,19
545819,treatment,tier_1,22,2025-09-03,16
545820,treatment,tier_3,9,2025-09-03,11
545821,treatment,tier_3,6,2025-09-03,9
545822,treatment,tier_3,26,2025-09-03,16
545823,control,tier_2,3,2025-09-03,10
545824,treatment,tier_2,17,2025-09-03,14
545825,treatment,tier_1,9,2025-09-03,12
545826,control,tier_2,6,2025-09-03,12
545827,control,tier_3,8,2025-09-03,3
545828,treatment,tier_2,25,2025-09-03,19
545829,treatment,tier_1,9,2025-09-03,9
545830,control,tier_1,8,2025-09-03,8
545831,treatment,tier_3,11,2025-09-03,16
545832,control,tier_3,21,2025-09-03,22
545833,treatment,tier_3,12,2025-09-03,8
545834,treatment,tier_2,10,2025-09-03,15
545835,treatment,tier_1,8,2025-09-03,22
545836,holdout,tier_3,13,2025-09-03,12
545837,control,tier_1,10,2025-09-03,15
545838,control,tier_1,8,2025-09-03,16
545839,control,tier_2,12,2025-09-03,8
545840,treatment,tier_1,4,2025-09-03,14
545841,treatment,tier_1,24,2025-09-03,17
545842,treatment,tier_3,11,2025-09-03,15
545843,treatment,tier_1,5,2025-09-03,12
545844,treatment,tier_1,9,2025-09-03,13
545845,control,tier_3,18,2025-09-03,11
545846,treatment,tier_1,10,2025-09-03,14
545847,treatment,tier_1,20,2025-09-03,24
545848,holdout,tier_1,6,2025-09-03,12
545849,treatment,tier_2,3,2025-09-03,3
545850,control,tier_2,9,2025-09-03,7
545851,holdout,tier_3,4,2025-09-03,9
545852,control,tier_1,9,2025-09-03,17
545853,control,tier_1,15,2025-09-03,9
545854,holdout,tier_2,8,2025-09-03,11
545855,control,tier_1,3,2025-09-03,2
545856,treatment,tier_3,6,2025-09-03,16
545857,treatment,tier_2,6,2025-09-03,11
545858,control,tier_3,10,2025-09-03,15
545859,control,tier_2,8,2025-09-03,7
545860,treatment,tier_1,8,2025-09-03,13
545861,holdout,tier_3,7,2025-09-03,10
